Date (undefined);x (au);y (au);z (au);Dobs (au);Phase (deg);VMag (mag);vx (au/d);vy (au/d);vz (au/d);Vr (km/s)
2019-09-11T14:04:56.657;0.98577356271;-0.204448186014;-0.002542753277;1.006754708604;0;-3.86;0.003209365987;0.016774217575;0.000209059308;-0.457962
2019-09-12T14:04:56.657;0.988840407194;-0.187645539285;-0.002333381214;1.006489763475;0;-3.86;0.002924155165;0.016830262708;0.000209671314;-0.4594732
2019-09-13T14:04:56.657;0.991621569876;-0.170789131998;-0.002123435077;1.006224018014;0;-3.86;0.002638007948;0.016881738678;0.000210208123;-0.4607442
2019-09-14T14:04:56.657;0.994116128017;-0.153883533601;-0.001912987984;1.005957592258;0;-3.86;0.002350951197;0.016928643743;0.000210673958;-0.46184
2019-09-15T14:04:56.657;0.996323184504;-0.136933319003;-0.001702108643;1.00569056822;0;-3.86;0.002063009453;0.016970968626;0.000211073406;-0.4628272
2019-09-16T14:04:56.657;0.998241865997;-0.119943076353;-0.001490861032;1.005422989224;0;-3.86;0.001774205893;0.017008696048;0.000211411325;-0.4637731
2019-09-17T14:04:56.657;0.999871322084;-0.102917415223;-0.001279304168;1.005154859562;0;-3.86;0.001484563353;0.017041800389;0.000211692757;-0.4647454
2019-09-18T14:04:56.657;1.001210725406;-0.085860975082;-0.001067491977;1.004886144421;0;-3.86;0.001194105242;0.017070247415;0.00021192284;-0.4658118
2019-09-19T14:04:56.657;1.002259272629;-0.068778434126;-0.000855473226;1.00461676992;0;-3.86;0.000902856335;0.017093993785;0.000212106733;-0.4670399
2019-09-20T14:04:56.657;1.003016186231;-0.051674518819;-0.000643291542;1.004346623213;0;-3.86;0.000610843655;0.017112986073;0.000212249544;-0.468497
2019-09-21T14:04:56.657;1.003480717411;-0.034554014763;-0.00043098552;1.004075552884;0;-3.86;0.000318097957;0.017127159093;0.000212356205;-0.4702491
2019-09-22T14:04:56.657;1.003652151096;-0.017421779532;-0.000218588998;1.003803370478;0;-3.86;0.000024656584;0.01713643369;0.000212431239;-0.4723577
2019-09-23T14:04:56.657;1.003529814875;-0.000282757701;-0.000006131671;1.003529854729;0;-3.86;-0.000269431402;0.017140714778;0.000212478326;-0.4748734
2019-09-24T14:04:56.657;1.00311309444;0.016858002929;0.000206359755;1.003254760808;0;-3.86;-0.000564097307;0.017139891253;0.000212499616;-0.477825
2019-09-25T14:04:56.657;1.002401458147;0.033995336961;0.000418859584;1.00297783708;0;-3.86;-0.000859242743;0.017133840221;0.000212494827;-0.4812046
2019-09-26T14:04:56.657;1.00139449169;0.051123954406;0.000631340232;1.002698850749;0;-3.86;-0.001154730118;0.017122437827;0.000212460327;-0.4849527
2019-09-27T14:04:56.657;1.000091940022;0.06823844809;0.00084376857;1.002417620675;0;-3.86;-0.001450378583;0.017105576943;0.000212388639;-0.4889495
2019-09-28T14:04:56.657;0.998493748395;0.085333320712;0.001056102187;1.002134051192;0;-3.86;-0.001745970509;0.017083187767;0.000212268833;-0.4930214
2019-09-29T14:04:56.657;0.996600090834;0.10240303081;0.001268286585;1.001848157317;0;-3.86;-0.002041269865;0.017055253554;0.000212087985;-0.4969638
2019-09-30T14:04:56.657;0.994411376152;0.119442048686;0.001480254233;1.001560072671;0;-3.86;-0.002336047386;0.017021813896;0.00021183333;-0.5005766
2019-10-01T14:04:56.657;0.991928229342;0.136444908327;0.001691925787;1.001270037396;0;-3.86;-0.002630102996;0.016982953789;0.000211494294;-0.5036956
2019-10-02T14:04:56.657;0.989151455409;0.153406243347;0.001903212969;1.000978371122;0;-3.86;-0.002923277657;0.016938783951;0.000211063689;-0.5062111
2019-10-03T14:04:56.657;0.986081997552;0.170320802456;0.002114022107;1.000685440453;0;-3.86;-0.003215453139;0.01688942094;0.000210537868;-0.5080692
2019-10-04T14:04:56.657;0.98272090008;0.187183447718;0.00232425742;1.000391629676;0;-3.86;-0.003506543711;0.016834973214;0.00020991612;-0.5092602
2019-10-05T14:04:56.657;0.979069281306;0.203989142624;0.002533823522;1.000097319348;0;-3.86;-0.003796485334;0.016775534656;0.000209199798;-0.5098041
2019-10-06T14:04:56.657;0.975128316743;0.220732936795;0.002742627069;0.999802873322;0;-3.86;-0.00408522634;0.016711183848;0.00020839152;-0.5097369
2019-10-07T14:04:56.657;0.97089923013;0.237409951694;0.002950577721;0.999508632348;0;-3.86;-0.004372721171;0.016641986401;0.000207494602;-0.5091014
2019-10-08T14:04:56.657;0.96638328916;0.254015369246;0.003157588665;0.999214911692;0;-3.86;-0.004658927152;0.016567998147;0.000206512752;-0.5079426
2019-10-09T14:04:56.657;0.961581803263;0.270544423497;0.00336357694;0.99892200051;0;-3.86;-0.004943803453;0.016489267858;0.000205449956;-0.5063059
2019-10-10T14:04:56.657;0.956496121694;0.286992394472;0.003568463706;0.998630161387;0;-3.86;-0.005227311361;0.01640583889;0.000204310475;-0.5042382
2019-10-11T14:04:56.657;0.951127631058;0.303354603088;0.003772174543;0.998339629123;0;-3.86;-0.005509415012;0.016317749648;0.000203098902;-0.5017891
2019-10-12T14:04:56.657;0.945477752132;0.319626405993;0.003974639812;0.99805060841;0;-3.86;-0.005790081992;0.016225033011;0.000201820207;-0.4990134
2019-10-13T14:04:56.657;0.939547936336;0.335803189434;0.004175795034;0.997763270507;0;-3.86;-0.006069283379;0.016127715048;0.000200479737;-0.4959725
2019-10-14T14:04:56.657;0.933339662538;0.351880361668;0.004375581245;0.997477749278;0;-3.86;-0.006346993001;0.016025813426;0.000199083157;-0.4927344
2019-10-15T14:04:56.657;0.926854435;0.367853343789;0.004573945247;0.997194137163;0;-3.86;-0.006623185931;0.015919335927;0.00019763631;-0.4893744
2019-10-16T14:04:56.657;0.920093783161;0.383717559262;0.004770839703;0.996912481619;0;-3.86;-0.006897836351;0.015808279358;0.000196145035;-0.4859728
2019-10-17T14:04:56.657;0.913059263743;0.399468422621;0.004966223018;0.996632782497;0;-3.86;-0.007170915072;0.015692629001;0.000194614939;-0.4826137
2019-10-18T14:04:56.657;0.905752465447;0.415101327875;0.005160058988;0.996354990591;0;-3.86;-0.007442386867;0.015572358528;0.000193051156;-0.4793825
2019-10-19T14:04:56.657;0.89817501639;0.430611636999;0.005352316196;0.996079007547;0;-3.86;-0.007712207632;0.015447430254;0.000191458082;-0.4763636
2019-10-20T14:04:56.657;0.890328594561;0.445994668823;0.005542967135;0.995804687374;0;-3.86;-0.007980321118;0.015317795692;0.000189839083;-0.4736369
2019-10-21T14:04:56.657;0.882214941922;0.46124568873;0.005731986993;0.995531840172;0;-3.86;-0.00824665486;0.015183396712;0.000188196115;-0.4712736
2019-10-22T14:04:56.657;0.87383588309;0.47635990015;0.005919352024;0.995260239222;0;-3.86;-0.00851111508;0.015044168144;0.000186529266;-0.4693286
2019-10-23T14:04:56.657;0.865193349486;0.491332439892;0.00610503741;0.994989633095;0;-3.86;-0.008773581024;0.014900043105;0.000184836223;-0.4678306
2019-10-24T14:04:56.657;0.856289408794;0.506158380698;0.00628901463;0.99471976439;0;-3.86;-0.009033900368;0.01475096224;0.00018311183;-0.4667694
2019-10-25T14:04:56.657;0.847126297338;0.520832745097;0.006471248513;0.994450395477;0;-3.86;-0.009291888569;0.014596886936;0.000181347971;-0.4660853
2019-10-26T14:04:56.657;0.837706449739;0.535350533593;0.006651694472;0.994181338988;0;-3.86;-0.009547335368;0.014437814139;0.000179534077;-0.4656642
2019-10-27T14:04:56.657;0.828032517861;0.549706766482;0.006830296618;0.993912487447;0;-3.86;-0.009800019647;0.014273787815;0.000177658382;-0.465346
2019-10-28T14:04:56.657;0.818107371685;0.563896533082;0.007006987436;0.993643834329;0;-3.86;-0.010049729855;0.014104901542;0.00017570971;-0.4649457
2019-10-29T14:04:56.657;0.807934079641;0.577915037884;0.00718168927;0.993375480228;0;-3.86;-0.010296283406;0.013931289788;0.000173679214;-0.4642822
2019-10-30T14:04:56.657;0.797515872988;0.591757633339;0.007354317282;0.9931076227;0;-3.86;-0.010539538293;0.013753110796;0.00017156148;-0.4632044
2019-10-31T14:04:56.657;0.786856103886;0.605419834052;0.007524783043;0.992840534047;0;-3.86;-0.010779394068;0.013570527713;0.000169354695;-0.4616059
2019-11-01T14:04:56.657;0.775958207047;0.618897313901;0.007692997886;0.992574534458;0;-3.86;-0.011015784379;0.013383694105;0.000167060056;-0.4594266
2019-11-02T14:04:56.657;0.76482567108;0.63218589217;0.007858875462;0.992309967362;0;-3.86;-0.011248665899;0.013192746571;0.000164680837;-0.4566442
2019-11-03T14:04:56.657;0.753462020824;0.645281515595;0.008022333347;0.992047180847;0;-3.86;-0.011478007997;0.012997803631;0.000162221485;-0.4532628
2019-11-04T14:04:56.657;0.741870808596;0.65818024143;0.008183293866;0.991786515916;0;-3.86;-0.011703785426;0.012798968423;0.000159686965;-0.4493013
2019-11-05T14:04:56.657;0.730055611021;0.670878224057;0.008341684406;0.99152830035;0;-3.86;-0.011925974416;0.012596332744;0.000157082397;-0.4447855
2019-11-06T14:04:56.657;0.718020028336;0.683371705577;0.008497437495;0.991272846153;0;-3.86;-0.012144551498;0.012389980767;0.000154412937;-0.4397438
2019-11-07T14:04:56.657;0.705767683898;0.69565700957;0.008650490843;0.991020448624;0;-3.86;-0.0123594941;0.012179991572;0.000151683811;-0.4342056
2019-11-08T14:04:56.657;0.693302222604;0.707730536648;0.00880078747;0.990771385453;0;-3.86;-0.01257078197;0.011966440182;0.000148900432;-0.4282028
2019-11-09T14:04:56.657;0.680627307805;0.719588760284;0.008948275952;0.990525914704;0;-3.86;-0.012778398673;0.011749397098;0.000146068523;-0.4217721
2019-11-10T14:04:56.657;0.667746616967;0.731228221522;0.009092910783;0.990284271029;0;-3.86;-0.012982332483;0.011528926583;0.000143194194;-0.4149584
2019-11-11T14:04:56.657;0.654663836963;0.742645521498;0.009234652752;0.99004665993;0;-3.86;-0.013182576147;0.011305084082;0.00014028392;-0.4078182
2019-11-12T14:04:56.657;0.641382660323;0.753837311209;0.009373469252;0.989813250396;0;-3.86;-0.013379125192;0.011077913413;0.000137344387;-0.4004217
2019-11-13T14:04:56.657;0.627906783952;0.76480027866;0.009509334348;0.989584166714;0;-3.86;-0.013571974676;0.010847444464;0.0001343822;-0.3928534
2019-11-14T14:04:56.657;0.614239911742;0.775531134263;0.009642228503;0.989359480653;0;-3.86;-0.01376111474;0.010613692114;0.000131403477;-0.3852101
2019-11-15T14:04:56.657;0.600385762;0.786026596011;0.009772137868;0.989139205333;0;-3.86;-0.01394652556;0.010376656894;0.000128413391;-0.3775974
2019-11-16T14:04:56.657;0.586348079881;0.796283376215;0.0098990531;0.988923291903;0;-3.86;-0.0141281725;0.010136327466;0.000125415717;-0.3701233
2019-11-17T14:04:56.657;0.572130654289;0.806298171542;0.010022967774;0.988711629795;0;-3.86;-0.01430600211;0.009892684638;0.000122412458;-0.3628922
2019-11-18T14:04:56.657;0.557737338221;0.816067657637;0.01014387646;0.988504050835;0;-3.86;-0.014479939269;0.009645706479;0.000119403565;-0.3559981
2019-11-19T14:04:56.657;0.543172071363;0.825588489268;0.010261772581;0.988300337295;0;-3.86;-0.014649885535;0.009395374199;0.000116386774;-0.3495176
2019-11-20T14:04:56.657;0.528438903732;0.834857306718;0.010376646158;0.988100233956;0;-3.86;-0.014815718728;0.009141678796;0.000113357544;-0.3435026
2019-11-21T14:04:56.657;0.51354201896;0.843870749262;0.010488481563;0.987903464384;0;-3.86;-0.014977294177;0.008884628579;0.000110309152;-0.3379733
2019-11-22T14:04:56.657;0.498485755142;0.85262547654;0.010597255478;0.98770975147;0;-3.86;-0.015134448541;0.008624257352;0.00010723302;-0.332911
2019-11-23T14:04:56.657;0.483274620106;0.861118198028;0.010702935337;0.98751884146;0;-3.86;-0.01528700729;0.008360632126;0.00010411937;-0.328253
2019-11-24T14:04:56.657;0.467913297179;0.869345709078;0.010805478613;0.987330529224;0;-3.86;-0.015434796155;0.008093858108;0.000100958255;-0.3238944
2019-11-25T14:04:56.657;0.452406638022;0.877304929474;0.010904833264;0.987144680781;0;-3.86;-0.015577655147;0.007824078352;0.000097740814;-0.3196959
2019-11-26T14:04:56.657;0.43675964149;0.884992938287;0.011000939454;0.98696124844;0;-3.86;-0.015715451812;0.007551466652;0.000094460492;-0.3155012
2019-11-27T14:04:56.657;0.420977421289;0.892406998589;0.011093732296;0.986780275067;0;-3.86;-0.015848089787;0.007276214795;0.000091113827;-0.3111564
2019-11-28T14:04:56.657;0.405065168541;0.899544568043;0.011183145084;0.986601886981;0;-3.86;-0.015975510234;0.006998517788;0.000087700615;-0.3065289
2019-11-29T14:04:56.657;0.389028116426;0.906403295523;0.011269112369;0.986426278238;0;-3.86;-0.016097686585;0.006718561337;0.000084223457;-0.3015179
2019-11-30T14:04:56.657;0.372871512292;0.912981007599;0.011351572373;0.98625369105;0;-3.86;-0.016214615429;0.006436514346;0.00008068695;-0.2960572
2019-12-01T14:04:56.657;0.356600599368;0.91927569028;0.011430468553;0.986084396906;0;-3.86;-0.016326306942;0.006152526842;0.000077096831;-0.2901105
2019-12-02T14:04:56.657;0.340220607181;0.925285470845;0.011505750378;0.985918681433;0;-3.86;-0.016432777339;0.005866731864;0.000073459294;-0.2836636
2019-12-03T14:04:56.657;0.323736748046;0.931008602681;0.011577373551;0.985756834052;0;-3.86;-0.01653404432;0.005579249296;0.000069780566;-0.2767164
2019-12-04T14:04:56.657;0.307154216662;0.936443454191;0.011645299944;0.985599142005;0;-3.86;-0.016630125329;0.005290189893;0.000066066748;-0.2692756
2019-12-05T14:04:56.657;0.290478190329;0.941588501321;0.011709497467;0.985445887508;0;-3.86;-0.016721037908;0.004999658396;0.000062323833;-0.2613514
2019-12-06T14:04:56.657;0.273713828128;0.946442322506;0.011769940025;0.985297346504;0;-3.86;-0.016806801267;0.004707755172;0.000058557843;-0.2529553
2019-12-07T14:04:56.657;0.256866268266;0.951003594424;0.011826607633;0.985153787501;0;-3.86;-0.016887438268;0.004414576185;0.000054775008;-0.2441019
2019-12-08T14:04:56.657;0.239940623555;0.955271086871;0.011879486702;0.985015469142;0;-3.86;-0.016962977037;0.004120211304;0.000050981903;-0.2348116
2019-12-09T14:04:56.657;0.22294197578;0.959243655233;0.011928570415;0.984882635374;0;-3.86;-0.01703345144;0.003824741216;0.000047185494;-0.2251157
2019-12-10T14:04:56.657;0.205875370469;0.962920229365;0.01197385907;0.984755507518;0;-3.86;-0.017098899704;0.0035282335;0.000043393008;-0.2150622
2019-12-11T14:04:56.657;0.188745814216;0.966299798543;0.012015360189;0.984634273184;0;-3.86;-0.017159360618;0.003230738865;0.000039611586;-0.2047206
2019-12-12T14:04:56.657;0.171558277027;0.96938139328;0.012053088161;0.984519072943;0;-3.86;-0.01721486735;0.002932288902;0.000035847714;-0.1941843
2019-12-13T14:04:56.657;0.154317701764;0.972164066258;0.012087063243;0.984409986692;0;-3.86;-0.017265439667;0.002632896778;0.000032106511;-0.1835693
2019-12-14T14:04:56.657;0.137029021473;0.974646875817;0.012117309821;0.98430702246;0;-3.86;-0.01731107625;0.0023325617;0.000028391014;-0.173007
2019-12-15T14:04:56.657;0.1196971835;0.976828875732;0.01214385405;0.984210110389;0;-3.86;-0.017351749156;0.002031276882;0.000024701662;-0.1626336
2019-12-16T14:04:56.657;0.102327177366;0.978709114125;0.012166721136;0.984119103769;0;-3.86;-0.017387402011;0.001729039534;0.000021036118;-0.1525769
2019-12-17T14:04:56.657;0.084924062365;0.980286642511;0.012185932629;0.984033787432;0;-3.86;-0.017417952343;0.001425860761;0.000017389469;-0.1429443
2019-12-18T14:04:56.657;0.067492991031;0.981560533912;0.012201504079;0.983953892352;0;-3.86;-0.017443297281;0.001121773603;0.000013754739;-0.1338137
2019-12-19T14:04:56.657;0.050039225832;0.982529907691;0.012213443315;0.983879114437;0;-3.86;-0.017463321183;0.000816838351;0.000010123576;-0.1252281
2019-12-20T14:04:56.657;0.032568147786;0.983193958325;0.01222174944;0.983809135502;0;-3.86;-0.017477904004;0.000511145188;0.00000648702;-0.1171931
2019-12-21T14:04:56.657;0.015085256633;0.983551985654;0.012226412619;0.983743644765;0;-3.86;-0.017486929738;0.000204814531;0.000002836273;-0.1096777
2019-12-22T14:04:56.657;-0.002403837368;0.983603424379;0.012227414616;0.983682359582;0;-3.86;-0.017490294715;-0.000102004791;-8.36535e-7;-0.1026161
2019-12-23T14:04:56.657;-0.019893429716;0.98334787061;0.012224730092;0.983625044011;0;-3.86;-0.017487915348;-0.000409139702;-0.000004537636;-0.0959134
2019-12-24T14:04:56.657;-0.037377745111;0.982785102963;0.012218328548;0.983571523575;0;-3.86;-0.017479734512;-0.00071639958;-0.000008271029;-0.0894533
2019-12-25T14:04:56.657;-0.054850966054;0.981915095828;0.012208176766;0.983521694459;0;-3.86;-0.017465725296;-0.001023585085;-0.000012038125;-0.0831093
2019-12-26T14:04:56.657;-0.072307263456;0.980738023269;0.012194241429;0.983475525958;0;-3.86;-0.017445891139;-0.001330497794;-0.000015837731;-0.0767569
2019-12-27T14:04:56.657;-0.089740825462;0.979254253636;0.012176491598;0.98343305617;0;-3.86;-0.017420262216;-0.001636948807;-0.000019666371;-0.0702839
2019-12-28T14:04:56.657;-0.107145881203;0.977464336818;0.012154900719;0.983394382342;0;-3.86;-0.017388889135;-0.001942764644;-0.000023518856;-0.0635983
2019-12-29T14:04:56.657;-0.124516717589;0.975368987321;0.012129448002;0.983359648296;0;-3.86;-0.017351835674;-0.002247789678;-0.000027388951;-0.0566311
2019-12-30T14:04:56.657;-0.141847689125;0.972969066529;0.012100119166;0.983329031513;0;-3.86;-0.017309172306;-0.002551885458;-0.000031269969;-0.0493342
2019-12-31T14:04:56.657;-0.159133222142;0.970265566772;0.012066906655;0.983302731965;0;-3.86;-0.017260971637;-0.002854927995;-0.000035155192;-0.0416769
2020-01-01T14:04:56.657;-0.176367815762;0.967259598544;0.012029809551;0.983280963779;0;-3.86;-0.017207306096;-0.003156804315;-0.000039038085;-0.03364
2020-01-02T14:04:56.657;-0.193546041027;0.963952381176;0.011988833358;0.983263949963;0;-3.86;-0.017148247635;-0.003457409346;-0.000042912331;-0.0252112
2020-01-03T14:04:56.657;-0.210662541049;0.96034523604;0.011943989829;0.983251919641;0;-3.86;-0.017083868862;-0.003756643898;-0.000046771728;-0.0163812
2020-01-04T14:04:56.657;-0.22771203277;0.956439581012;0.011895296927;0.983245106819;0;-3.86;-0.017014244911;-0.004054414161;-0.000050610022;-0.0071423
2020-01-05T14:04:56.657;-0.244689310334;0.952236924669;0.011842778972;0.983243749387;0;-3.86;-0.016939455328;-0.004350632897;-0.000054420733;0.0025109
